1 -4.756381e-001 5.011601e-001 -1.900480e+001 6.088154e+000
2 -5.498840e-001 4.825986e-001 -1.983690e+001 7.125196e+000
3 -6.287703e-001 4.501160e-001 -2.042629e+001 8.805012e+000
4 -6.426914e-001 3.990719e-001 -1.973104e+001 9.618912e+000
5 -6.844548e-001 3.155452e-001 -1.843468e+001 1.091655e+001
6 -8.004640e-001 2.969838e-001 -1.808973e+001 1.347156e+001
7 -8.793503e-001 1.902552e-001 -1.514185e+001 1.465833e+001
8 -9.118329e-001 9.280742e-002 -1.283447e+001 1.397273e+001
9 -8.886311e-001 2.784223e-002 -1.222841e+001 1.266765e+001
10 -8.607889e-001 -9.280742e-003 -1.213691e+001 1.181167e+001
11 -8.004640e-001 -9.280742e-003 -1.284778e+001 1.116103e+001
12 -7.308585e-001 4.640371e-002 -1.415708e+001 1.088986e+001
13 -6.658933e-001 1.206497e-001 -1.541599e+001 1.052252e+001
14 -5.916473e-001 5.568445e-002 -1.502957e+001 9.557359e+000
15 -6.102088e-001 -5.568445e-002 -1.408593e+001 9.098271e+000
16 -6.566125e-001 -1.392111e-001 -1.322769e+001 8.678839e+000
17 -6.519722e-001 -2.412993e-001 -1.285756e+001 7.631641e+000
18 -5.545244e-001 -3.248260e-001 -1.365391e+001 6.535916e+000
19 -4.199536e-001 -2.969838e-001 -1.500717e+001 6.873131e+000
20 -3.503480e-001 -2.227378e-001 -1.541533e+001 7.544606e+000
21 -3.503480e-001 -1.160093e-001 -1.523606e+001 8.074150e+000
22 -3.364269e-001 9.280742e-003 -1.525614e+001 8.310273e+000
23 -2.157773e-001 6.960557e-002 -1.503849e+001 8.257281e+000
24 -7.656613e-002 -2.320186e-002 -1.493992e+001 9.104602e+000
25 -1.160093e-002 -6.032483e-002 -1.497925e+001 9.750894e+000
26 6.728538e-002 4.176334e-002 -1.359435e+001 9.800345e+000
27 8.584687e-002 8.816705e-002 -1.308133e+001 9.538339e+000
28 2.320186e-003 1.902552e-001 -1.331465e+001 8.101855e+000
29 -7.656613e-002 2.969838e-001 -1.380092e+001 6.850730e+000
30 -7.656613e-002 3.851508e-001 -1.372769e+001 5.946129e+000
31 -1.740139e-001 4.779582e-001 -1.495613e+001 4.878287e+000
32 -2.296984e-001 4.779582e-001 -1.563569e+001 5.003276e+000
33 -3.642691e-001 5.197216e-001 -1.756859e+001 4.983080e+000
34 -4.292343e-001 5.336427e-001 -1.860012e+001 5.215516e+000
35 -5.944719e-001 4.642389e-001 -2.022610e+001 8.029322e+000
36 -6.608494e-001 3.627560e-001 -1.915391e+001 1.023749e+001
37 -7.348936e-001 3.074750e-001 -1.836322e+001 1.196630e+001
38 -8.450520e-001 2.366589e-001 -1.647026e+001 1.420030e+001
39 -8.977101e-001 1.351760e-001 -1.383227e+001 1.421467e+001
40 -8.987189e-001 5.608797e-002 -1.245379e+001 1.323457e+001
41 -7.702007e-001 1.492989e-002 -1.345176e+001 1.106159e+001
42 -6.018398e-001 -5.470139e-003 -1.449675e+001 9.346923e+000
43 -4.784626e-001 -3.090891e-001 -1.447475e+001 6.646476e+000
44 -2.727347e-001 4.112687e-002 -1.521364e+001 8.278723e+000
45 -1.370927e-001 1.714920e-002 -1.493291e+001 8.647781e+000
46 2.181207e-002 -1.708447e-002 -1.443105e+001 9.851466e+000
47 4.751438e-002 1.617733e-002 -1.396864e+001 9.820145e+000
48 6.491286e-002 1.137531e-001 -1.310599e+001 9.131011e+000
49 3.769865e-002 1.470149e-001 -1.315471e+001 8.653489e+000
50 -3.774462e-002 2.444605e-001 -1.349568e+001 7.442840e+000
51 -1.178410e-001 4.244602e-001 -1.421888e+001 5.479302e+000
52 -1.495909e-001 4.546982e-001 -1.461637e+001 5.146742e+000
53 -2.686571e-001 4.900489e-001 -1.617972e+001 4.992030e+000
54 -3.132430e-001 5.038859e-001 -1.678635e+001 4.915012e+000
55 -6.983759e-001 8.352668e-002 -1.479995e+001 1.075596e+001
56 -6.334107e-001 -9.744780e-002 -1.367805e+001 8.926073e+000
57 -4.408353e-002 -4.176334e-002 -1.495501e+001 9.412701e+000
58 -3.967517e-001 5.266821e-001 -1.806510e+001 5.099136e+000
59 -5.127610e-001 4.918794e-001 -1.944213e+001 6.583462e+000
60 -5.721779e-001 4.734187e-001 -2.005048e+001 7.574699e+000
61 -6.116211e-001 4.571774e-001 -2.035246e+001 8.420032e+000
62 -6.357309e-001 4.245940e-001 -2.008811e+001 9.212599e+000
63 -6.517704e-001 3.809140e-001 -1.943200e+001 9.926679e+000
64 -6.726521e-001 3.391506e-001 -1.879572e+001 1.059435e+001
65 -7.096742e-001 3.115101e-001 -1.840618e+001 1.138710e+001
66 -7.676788e-001 3.022294e-001 -1.827800e+001 1.273359e+001
67 -8.227580e-001 2.668213e-001 -1.730681e+001 1.389623e+001
68 -8.622012e-001 2.134571e-001 -1.582497e+001 1.444103e+001
69 -8.885302e-001 1.627156e-001 -1.444668e+001 1.445561e+001
70 -9.047715e-001 1.139917e-001 -1.331282e+001 1.412656e+001
71 -9.052759e-001 7.444769e-002 -1.265007e+001 1.357561e+001
72 -8.936750e-001 4.196510e-002 -1.233624e+001 1.295920e+001
73 -8.747100e-001 9.280742e-003 -1.217790e+001 1.224450e+001
74 -8.306265e-001 -9.280742e-003 -1.251664e+001 1.148191e+001
75 -7.853324e-001 2.824574e-003 -1.314906e+001 1.111458e+001
76 -7.505296e-001 3.066680e-002 -1.380897e+001 1.097976e+001
77 -7.146172e-001 6.496520e-002 -1.449483e+001 1.083065e+001
78 -6.287703e-001 8.816705e-002 -1.518349e+001 1.000342e+001
79 -5.967435e-001 2.510716e-002 -1.475445e+001 9.460624e+000
80 -6.060243e-001 -3.057730e-002 -1.428403e+001 9.227399e+000
81 -6.218097e-001 -7.656613e-002 -1.387497e+001 9.010771e+000
82 -6.542923e-001 -1.902552e-001 -1.301291e+001 8.192210e+000
83 -6.032483e-001 -2.830626e-001 -1.324151e+001 7.058511e+000
84 -5.164935e-001 -3.169575e-001 -1.409579e+001 6.592642e+000
85 -4.492081e-001 -3.030364e-001 -1.474322e+001 6.744174e+000
86 -3.851508e-001 -2.598608e-001 -1.524106e+001 7.211784e+000
87 -3.503480e-001 -1.693735e-001 -1.529851e+001 7.840659e+000
88 -3.433875e-001 -5.336427e-002 -1.522666e+001 8.246630e+000
89 -3.045808e-001 2.520381e-002 -1.525424e+001 8.289120e+000
90 -2.442560e-001 5.536622e-002 -1.514615e+001 8.263766e+000
91 -1.764350e-001 4.337738e-002 -1.496914e+001 8.428602e+000
92 -1.068294e-001 -3.026329e-003 -1.492709e+001 8.866354e+000
93 -6.032483e-002 -3.248260e-002 -1.494519e+001 9.264962e+000
94 5.105571e-003 -3.870465e-002 -1.471620e+001 9.809168e+000
95 3.466322e-002 -4.535701e-004 -1.419002e+001 9.834167e+000
96 5.739988e-002 2.897034e-002 -1.378424e+001 9.817728e+000
97 7.656613e-002 6.496520e-002 -1.334304e+001 9.677413e+000
98 7.537986e-002 1.009601e-001 -1.308964e+001 9.331225e+000
99 5.130576e-002 1.303840e-001 -1.313084e+001 8.891480e+000
100 2.000942e-002 1.686350e-001 -1.322469e+001 8.375636e+000
101 -1.771222e-002 2.173579e-001 -1.339206e+001 7.782866e+000
102 -5.715537e-002 2.707222e-001 -1.365905e+001 7.143671e+000
103 -7.656613e-002 3.410673e-001 -1.376442e+001 6.415040e+000
104 -9.720357e-002 4.048055e-001 -1.397360e+001 5.705646e+000
105 -1.337160e-001 4.395792e-001 -1.442715e+001 5.297104e+000
106 -1.618024e-001 4.663282e-001 -1.477438e+001 5.023053e+000
107 -2.018561e-001 4.779582e-001 -1.529738e+001 4.943923e+000
108 -3.805104e-001 5.232019e-001 -1.782374e+001 5.055789e+000
109 -4.524362e-001 5.174014e-001 -1.880276e+001 5.626486e+000
110 -2.491777e-001 4.840035e-001 -1.590854e+001 4.993722e+000
111 -2.909500e-001 4.969674e-001 -1.647900e+001 4.968564e+000
112 -3.387561e-001 5.118037e-001 -1.717353e+001 4.964166e+000
113 -6.821346e-001 1.020882e-001 -1.509356e+001 1.065875e+001
114 -6.450116e-001 -1.183295e-001 -1.347540e+001 8.825564e+000
115 -2.784223e-002 -5.104408e-002 -1.496936e+001 9.567889e+000
116 -4.129930e-001 5.301624e-001 -1.831693e+001 5.156463e+000
